store_Id,user_id,name,vicinity,Features
569,1194,Super 8 by Wyndham Hartford,"57 West Service Road, Hartford","doctor,point_of_interest,health,establishment"
848,1355,Hartford Hospital,"80 Seymour Street, Hartford","doctor,health,point_of_interest,establishment"
14,1337,Residence Inn by Marriott Hartford Downtown,"942 Main Street, Hartford","doctor,health,point_of_interest,establishment"
120,1399,Max Downtown,"185 Asylum Street, Hartford","doctor,health,point_of_interest,establishment"
1593,1484,City Steam Brewery,"942 Main Street, Hartford","doctor,health,point_of_interest,establishment"
1405,1082,Trumbull Kitchen,"150 Trumbull Street, Hartford","doctor,health,point_of_interest,establishment"
738,1393,The Bushnell Performing Arts Center,"166 Capitol Avenue, Hartford","doctor,health,point_of_interest,establishment"
1843,1374,Hartford Union Station,"1 Union Place, Hartford","doctor,health,point_of_interest,establishment"
612,1010,Bulkeley Bridge,East Hartford,"doctor,health,point_of_interest,establishment"
51,1005,Wadsworth Atheneum Museum of Art,"600 Main Street, Hartford","doctor,health,point_of_interest,establishment"
1726,1362,Charter Oak Bridge,Hartford,"doctor,health,point_of_interest,establishment"
1014,1153,Wells Fargo Bank,"30 State House Square, Hartford","doctor,health,point_of_interest,establishment"
1161,1305,Hartford Public Library,"500 Main Street, Hartford","doctor,health,point_of_interest,establishment"
597,1071,Merrill Lynch Wealth Management,"City Place I, 185 Asylum Street 14th Floor, Hartford","doctor,health,point_of_interest,establishment"
61,1000,East Hartford,East Hartford,"doctor,health,point_of_interest,establishment"
1547,1192,Webster Bank,"185 Asylum Street, Hartford","doctor,health,point_of_interest,establishment"
527,1199,Hartford 21,"221 Trumbull Street, Hartford","doctor,health,point_of_interest,establishment"
2222,1302,United HealthCare,"City Place I, 185 Asylum Street, Hartford","doctor,health,point_of_interest,establishment"
1308,1025,Marcum LLP,"185 Asylum Street 25th Floor, Hartford","doctor,health,point_of_interest,establishment"
2019,1235,Bradley Foster & Sargent Inc,"185 Asylum Street City Place II, 11th Floor, Hartford","doctor,health,point_of_interest,establishment"
691,1344,"Jeffrey Benaitis - Financial Advisor, Ameriprise Financial Services, LLC","99 East River Drive Fl 8, East Hartford","doctor,point_of_interest,health,establishment"
205,1244,"Jennifer M Fissette - Financial Advisor, Ameriprise Financial Services, LLC","99 East River Drive Fl 8, East Hartford","doctor,point_of_interest,health,establishment"
1146,1297,"Michael Snow - Financial Advisor, Ameriprise Financial Services, LLC","185 Asylum Street, Hartford","doctor,point_of_interest,health,establishment"
1825,1038,"Doug Veillette - Financial Advisor, Ameriprise Financial Services, LLC","185 Asylum Street, Hartford","doctor,point_of_interest,health,establishment"
1923,1330,"Dan Donato - Financial Advisor, Ameriprise Financial Services, LLC","185 Asylum Street, Hartford","doctor,point_of_interest,health,establishment"
961,1416,The Capital Grille,"44 Front Street, Hartford","doctor,point_of_interest,health,establishment"
2063,1259,Connecticut Childrens Medical Center,"282 Washington Street, Hartford","doctor,point_of_interest,health,establishment"
1676,1232,Baldwin Mark S,"City Place I, 185 Asylum Street, Hartford","doctor,point_of_interest,health,establishment"
472,1010,The Sorokin Law Firm LLC,"9 Grand Street, Hartford","doctor,health,point_of_interest,establishment"
492,1146,"Hartford, CT – Union Station","1 Union Place, Hartford","doctor,health,point_of_interest,establishment"
1430,1185,Hartford Hospital Vascular Lab,"80 Seymour Street, Hartford","doctor,health,point_of_interest,establishment"
1556,1306,Black-Eyed Sallys Southern Kitchen & Bar,"350 Asylum Street, Hartford","doctor,health,point_of_interest,establishment"
1561,1372,Hartford Hospital: Greene John MD,"80 Seymour Street, Hartford","doctor,health,point_of_interest,establishment"
433,1136,XL Center,"1 Civic Center Plaza, Hartford","doctor,health,point_of_interest,establishment"
741,1457,BBK Group,"City Place I, 185 Asylum Street, Hartford","doctor,health,point_of_interest,establishment"
553,1003,Hartford Anesthesiology Assocs,"80 Seymour Street, Hartford","doctor,health,point_of_interest,establishment"
1858,1491,"Dr. Anal C. Patel, MD","85 Seymour Street, Hartford","doctor,health,point_of_interest,establishment"
480,1163,Hartford Hospital - Womens Ambulatory Health Services,"111 Park Street, Hartford","doctor,health,point_of_interest,establishment"
756,1453,Greater Hartford Womens Health,"100 Retreat Avenue Suite 305, Hartford","doctor,point_of_interest,health,establishment"
1530,1205,"Dr. Vernon Y. Kwok, DMD","80 Seymour Street, Hartford","doctor,point_of_interest,health,establishment"
1626,1129,Ross Jack W MD,"80 Seymour Street # 5037, Hartford","doctor,point_of_interest,health,establishment"
2116,1261,Metropolitan African Methodist Episcopal Zion Church,"2051 Main Street, Hartford","doctor,point_of_interest,health,establishment"
1342,1085,Dicks Robert S MD,"32 Wadsworth Street, Hartford","doctor,point_of_interest,health,establishment"
976,1411,"Elizabeth Deckers, MD","111 Park Street, Hartford","doctor,point_of_interest,health,establishment"
2244,1382,"Dr. Stanley E. Chartoff, MD","80 Seymour Street, Hartford","doctor,point_of_interest,health,establishment"
1848,1249,"Dr. L E. Seyler, MD","80 Seymour Street, Hartford","doctor,point_of_interest,health,establishment"
1078,1337,"Dr. Joseph J. Klimek, MD","80 Seymour Street # 5037, Hartford","doctor,point_of_interest,health,establishment"
1418,1306,"Dr. Peter Franklin Pasciucco, DDS","80 Seymour Street, Hartford","doctor,point_of_interest,health,establishment"
479,1348,"Dr. Gary V. Heller, MD","80 Seymour Street, Hartford","doctor,point_of_interest,health,establishment"
1699,1055,"Dr. Sara G. Knuth, MD","80 Seymour Street # 5037, Hartford","doctor,point_of_interest,health,establishment"
7,1041,"David Silverman, MD","80 Seymour Street #502, Hartford","doctor,point_of_interest,health,establishment"
2032,1245,Hartford Anesthesiology Associates: Fernandez Janice MD,"85 Jefferson Street STE 704, Hartford","doctor,point_of_interest,health,establishment"
973,1022,Keating Kevin MD,"80 Seymour Street # 5037, Hartford","doctor,point_of_interest,health,establishment"
136,1216,"Dr. Thomas A. Nowicki, MD","80 Seymour Street, Hartford","doctor,point_of_interest,health,establishment"
1220,1230,Hartford Hospital: Brewer Phillip A MD,"80 Seymour Street # 5037, Hartford","doctor,health,point_of_interest,establishment"
127,1310,Hartford,Hartford,"doctor,health,point_of_interest,establishment"
118,1110,Hilton Hartford,"315 Trumbull Street, Hartford","doctor,health,point_of_interest,establishment"
2121,1151,University of Hartford,"200 Bloomfield Avenue, West Hartford","doctor,health,point_of_interest,establishment"
285,1362,West Hartford Inn,"900 Farmington Avenue, West Hartford","doctor,health,point_of_interest,establishment"
17,1435,Super 8 by Wyndham Hartford,"57 West Service Road, Hartford","doctor,health,point_of_interest,establishment"
1113,1021,St Francis Hospital Heliport,"114 Woodland Street, Hartford","doctor,health,point_of_interest,establishment"
1139,1064,Metropolitan African Methodist Episcopal Zion Church,"2051 Main Street, Hartford","doctor,health,point_of_interest,establishment"
2278,1491,UHartAdmission,"200 Bloomfield Avenue, West Hartford","doctor,health,point_of_interest,establishment"
508,1210,Mildred P Allen Memorial Library,"200 Bloomfield Avenue, West Hartford","doctor,health,point_of_interest,establishment"
827,1025,Thomas Hooker Brewery,"16 Tobey Road, Bloomfield","doctor,health,point_of_interest,establishment"
1716,1011,Bookstore,"Harry Jack Gray Center, 200 Bloomfield Avenue, West Hartford","doctor,health,point_of_interest,establishment"
1526,1334,The Mark Twain House & Museum,"351 Farmington Avenue, Hartford","doctor,health,point_of_interest,establishment"
1568,1223,Archdiocesan Center at St. Thomas Seminary,"467 Bloomfield Avenue, Bloomfield","doctor,health,point_of_interest,establishment"
314,1386,Dr. Steven F. Schutzer,"35 Jolley Drive Suite 301, Bloomfield","doctor,health,point_of_interest,establishment"
583,1170,Aramark,"900 Cottage Grove Road, Bloomfield","doctor,health,point_of_interest,establishment"
1354,1444,The Childrens Museum,"180 Mohegan Drive, West Hartford","doctor,health,point_of_interest,establishment"
1571,1482,"Ronald Gross, MD","114 Woodland Street, Hartford","doctor,health,point_of_interest,establishment"
1162,1198,Hartford Union Station,"1 Union Place, Hartford","doctor,health,point_of_interest,establishment"
1903,1467,Art Museum at USJ,"The Bruyette Athenaeum, 1678 Asylum Avenue, West Hartford","doctor,health,point_of_interest,establishment"
639,1194,West Hartford,West Hartford,"doctor,point_of_interest,health,establishment"
1984,1434,University of Saint Joseph Bookstore,"1678 Asylum Avenue, West Hartford","doctor,point_of_interest,health,establishment"
1312,1106,Carbones Kitchen,"6 Wintonbury Mall, Bloomfield","doctor,point_of_interest,health,establishment"
1810,1084,Northwest Catholic High School,"29 Wampanoag Drive, West Hartford","doctor,point_of_interest,health,establishment"
2243,1173,Hartt School of Music,"200 Bloomfield Avenue, West Hartford","doctor,point_of_interest,health,establishment"
2260,1095,William H. Hall High School,"975 North Main Street, West Hartford","doctor,point_of_interest,health,establishment"
1474,1235,Hartford Golf Club,"134 Norwood Road, West Hartford","doctor,point_of_interest,health,establishment"
2028,1127,Pasticceria Italia,"10 Wintonbury Mall, Bloomfield","doctor,health,point_of_interest,establishment"
1267,1205,Anytime Fitness,"340 North Main Street, West Hartford","doctor,health,point_of_interest,establishment"
1202,1433,Mount Sinai Rehabilitation Hospital,"490 Blue Hills Avenue, Hartford","doctor,health,point_of_interest,establishment"
1715,1381,Pond House Cafe,"1555 Asylum Avenue, West Hartford","doctor,health,point_of_interest,establishment"
586,1141,Lincoln Theater,"200 Bloomfield Avenue, West Hartford","doctor,health,point_of_interest,establishment"
1802,1453,"Hartford, CT – Union Station","1 Union Place, Hartford","doctor,health,point_of_interest,establishment"
2041,1425,Cigna,"900 Cottage Grove Road, Bloomfield","doctor,health,point_of_interest,establishment"
2062,1491,Republic Gastropub,"39 Jerome Avenue, Bloomfield","doctor,health,point_of_interest,establishment"
2141,1205,Burlington,"271 Cottage Grove Road, Bloomfield","doctor,health,point_of_interest,establishment"
2098,1418,Watkinson School - Private High School & Middle School in Hartford CT,"180 Bloomfield Avenue, Hartford","doctor,health,point_of_interest,establishment"
470,1022,Lowes Home Improvement,"325 Cottage Grove Road, Bloomfield","doctor,health,point_of_interest,establishment"
272,1030,Bishops Corner,"333 North Main Street, West Hartford","doctor,health,point_of_interest,establishment"
619,1194,Standing Together to Empower People,"Beatrice Fox Auerbach Hall, 200 Bloomfield Avenue, West Hartford","doctor,health,point_of_interest,establishment"
1372,1363,Massage Envy,"333 North Main Street Unit 35, West Hartford","doctor,health,point_of_interest,establishment"
556,1479,"Zia Rahman, MD","114 Woodland Street, Hartford","doctor,health,point_of_interest,establishment"
1445,1371,Panera Bread,"2542 Albany Avenue Suite 1, West Hartford","doctor,health,point_of_interest,establishment"
186,1200,St Francis Medical Group Inc,"500 Blue Hills Avenue, Hartford","doctor,health,point_of_interest,establishment"
641,1378,Big Y World Class Market,"772 North Main Street, West Hartford","doctor,health,point_of_interest,establishment"
1104,1150,"Dr. Laurie A. Loiacono, MD","114 Woodland Street # 1, Hartford","doctor,health,point_of_interest,establishment"
871,1434,"Dr. Pongsa-Pyn Muangman, MD","114 Woodland Street, Hartford","doctor,health,point_of_interest,establishment"
1206,1026,Bloomfield High School,"5 Huckleberry Lane, Bloomfield","doctor,health,point_of_interest,establishment"
550,1490,Goodman Dr & Stein Dr Dental,"836 Farmington Avenue, West Hartford","doctor,health,point_of_interest,establishment"
1835,1081,Connecticut Law Review,"65 Elizabeth Street, Hartford","doctor,health,point_of_interest,establishment"
644,1096,Saint Francis Hospital and Medical Center : Repetitions Thrift Shop,"114 Woodland Street, Hartford","doctor,health,point_of_interest,establishment"
2232,1169,Tisane Euro-Asian Cafe,"537 Farmington Avenue, Hartford","doctor,health,point_of_interest,establishment"
1765,1314,Radiology Associates Hartford. P.C. - Administrative Office,"1000 Asylum Avenue # 3201E, Hartford","doctor,health,point_of_interest,establishment"
1060,1487,Silverstein Eric A MD,"114 Woodland Street, Hartford","doctor,health,point_of_interest,establishment"
1733,1498,St Francis Medical Group Inc: Naqvi Syed J MD,"500 Blue Hills Avenue, Hartford","doctor,health,point_of_interest,establishment"
1628,1172,Ruiz Ricardo MD,"500 Blue Hills Avenue, Hartford","doctor,health,point_of_interest,establishment"
1558,1418,Gonzalez Luis R MD,"500 Blue Hills Avenue, Hartford","doctor,health,point_of_interest,establishment"
84,1355,St Francis Medical Group Inc: Narayanan N Chandra MD,"500 Blue Hills Avenue, Hartford","doctor,health,point_of_interest,establishment"
850,1394,Saint Francis Hospital Psy,"500 Blue Hills Avenue, Hartford","doctor,health,point_of_interest,establishment"
1321,1340,"Dr. George H. Barrows, MD","114 Woodland Street, Hartford","doctor,health,point_of_interest,establishment"
8,1451,"Joan R. Lingard, LCSW","500 Blue Hills Avenue, Hartford","doctor,health,point_of_interest,establishment"
1286,1414,Bridgeport,Bridgeport,"doctor,health,point_of_interest,establishment"
1238,1074,Bridgeport Hospital,"267 Grant Street, Bridgeport","doctor,health,point_of_interest,establishment"
1015,1151,Holy Name of Jesus School,"1950 Barnum Avenue, Stratford","doctor,health,point_of_interest,establishment"
544,1095,Pep Boys,"513 Boston Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
1010,1358,Warren Harding High School,"379 Bond Street, Bridgeport","doctor,health,point_of_interest,establishment"
2181,1319,Two Roads Brewing Company,"1700 Stratford Avenue, Stratford","doctor,health,point_of_interest,establishment"
1790,1203,bp,"265 Boston Avenue, Stratford","doctor,health,point_of_interest,establishment"
557,1427,Connecticut Department of Motor Vehicles,"95 Sylvan Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
1478,1092,Bridgeport Shooting Range,"1918 Stratford Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
2231,1124,Goooal Sports,"1791 Stratford Avenue, Stratford","doctor,health,point_of_interest,establishment"
116,1129,Nutmeg Curling Club,"123 Glenwood Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
435,1310,City Furniture Store,"245 Boston Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
1506,1111,BMW of Bridgeport,"43 North Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
894,1334,Center For Sleep Medicine,"267 Grant Street # W-6, Bridgeport","doctor,health,point_of_interest,establishment"
101,1209,United Staging & Rigging,"250 5th Street, Bridgeport","doctor,health,point_of_interest,establishment"
708,1352,Greater Bridgeport Transit,"1 Cross Street, Bridgeport","doctor,health,point_of_interest,establishment"
2229,1348,Six to Six Magnet School,"601 Pearl Harbor Street, Bridgeport","doctor,health,point_of_interest,establishment"
670,1181,Black Horse Garage,"800 Union Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
1065,1137,Homer C Godfrey Co,"1360 Central Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
323,1173,Stratford,Stratford,"doctor,health,point_of_interest,establishment"
831,1477,Fairfield County Environmental,"955 Connecticut Avenue # 5307, Bridgeport","doctor,health,point_of_interest,establishment"
818,1277,Law Offices of James L. ORourke,"1825 Barnum Avenue #201, Stratford","doctor,health,point_of_interest,establishment"
2200,1240,Bishops Corner,"1978 Boston Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
2178,1444,Congregation of Yahweh Inc,"629 Noble Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
835,1368,CVS,"1875 Boston Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
1094,1316,Pawn King,"2440 Barnum Avenue, Stratford","doctor,health,point_of_interest,establishment"
2257,1189,Optimus Health Care: Guckian Victoria A MD,"471 Barnum Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
993,1199,Castillo Dionne MD,"471 Barnum Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
2215,1067,Zhao Di MD,"267 Grant Street, Bridgeport","doctor,health,point_of_interest,establishment"
13,1189,Multicultural Magnet School,"700 Palisade Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
1099,1035,Windmill Tavern,"400 Hollister Street, Stratford","doctor,health,point_of_interest,establishment"
1979,1102,Alex Food Inc,"1050 East Main Street, Bridgeport","doctor,health,point_of_interest,establishment"
496,1405,Unger Industrial LLC,"425 Asylum Street, Bridgeport","doctor,health,point_of_interest,establishment"
1443,1436,Dominos Pizza,"1802 Barnum Avenue, Stratford","doctor,point_of_interest,health,establishment"
880,1462,Walgreens,"1606 Barnum Avenue, Stratford","doctor,point_of_interest,health,establishment"
458,1088,Subway,"529 North Avenue Unit 2, Bridgeport","doctor,point_of_interest,health,establishment"
1211,1458,Neil Pryde Sails,"1681 Barnum Avenue # 1, Stratford","doctor,point_of_interest,health,establishment"
2,1048,Equinox Home Care LLC,"305 Boston Avenue # 308, Stratford","doctor,point_of_interest,health,establishment"
1400,1465,XPO,"100 3rd Street, Bridgeport","doctor,point_of_interest,health,establishment"
528,1155,American Medical Response,"335 Connecticut Avenue, Bridgeport","doctor,point_of_interest,health,establishment"
69,1252,Wonderland of Ice,"123 Glenwood Avenue, Bridgeport","doctor,point_of_interest,health,establishment"
1095,1264,Social Services Department,"925 Housatonic Avenue, Bridgeport","doctor,point_of_interest,health,establishment"
1347,1493,Luis Munoz Marin Elementary,"479 Helen Street, Bridgeport","doctor,point_of_interest,health,establishment"
1263,1180,Norwalk Powdered Metals Inc,"30 Moffitt Street, Stratford","doctor,point_of_interest,health,establishment"
1224,1062,DRS Fermont,"141 North Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
2204,1055,Connecticut Real Estate Management,"955 Connecticut Avenue # 1306, Bridgeport","doctor,health,point_of_interest,establishment"
1439,1217,Optimus,"471 Barnum Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
1475,1394,Hanger Clinic: Prosthetics & Orthotics,"1985 Barnum Avenue, Stratford","doctor,health,point_of_interest,establishment"
2161,1158,Northeast Building Products,"1069 Connecticut Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
713,1353,Aarons,"310 Boston Avenue, Stratford","doctor,health,point_of_interest,establishment"
970,1426,PCS Inc,"310 Bishop Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
840,1281,Wireless Wizard,"1905 Boston Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
633,1086,Standard Security Systems,"20 East Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
420,1317,Fergusons Center Ice Sports,"123 Glenwood Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
1504,1360,Greater Bridgeport Transit,"710 Water Street, Bridgeport","doctor,health,point_of_interest,establishment"
2050,1213,The Bridge Academy,"160 Pulaski Street, Bridgeport","doctor,health,point_of_interest,establishment"
1051,1469,Gaetanos Deli,"1478 Barnum Avenue, Stratford","doctor,health,point_of_interest,establishment"
732,1019,Bullard-Havens Technical High School,"500 Palisade Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
4,1140,O&G Bridgeport Recycling Plant,"1225 Seaview Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
1009,1055,Midnight Auto,"179 West Avenue, Stratford","doctor,health,point_of_interest,establishment"
1541,1040,Bridgeport,Bridgeport,"doctor,health,point_of_interest,establishment"
777,1215,Sacred Heart University,"5151 Park Avenue, Fairfield","doctor,health,point_of_interest,establishment"
277,1447,Zumiez,"5065 Main Street #161, Trumbull","doctor,health,point_of_interest,establishment"
1156,1004,Westfield Trumbull,"5065 Main Street, Trumbull","doctor,health,point_of_interest,establishment"
1410,1447,CVS Pharmacy,"5065 Main Street, Trumbull","doctor,health,point_of_interest,establishment"
806,1389,Forever 21,"5065 Main Street #178, Trumbull","doctor,health,point_of_interest,establishment"
76,1146,H&M,"5065 Main Street, Trumbull","doctor,health,point_of_interest,establishment"
859,1221,Champs Sports,"5065 Main Street, Trumbull","doctor,health,point_of_interest,establishment"
1970,1238,American Eagle Store,"5065 Main Street Space 0117, Trumbull","doctor,health,point_of_interest,establishment"
1554,1405,ALDO,"5065 Main Street #2081, Trumbull","doctor,health,point_of_interest,establishment"
910,1344,JCPenney Optical,"5065 Main Street, Trumbull","doctor,health,point_of_interest,establishment"
511,1460,Gymboree,"5065 Main Street, Trumbull","doctor,health,point_of_interest,establishment"
2228,1235,Claires,"5065 Main Street SP. 1125, Trumbull","doctor,health,point_of_interest,establishment"
182,1473,Hot Topic,"5065 Main Street, Trumbull","doctor,health,point_of_interest,establishment"
929,1442,Journeys,"5065 Main Street, Trumbull","doctor,health,point_of_interest,establishment"
654,1450,Comfort Spot Massage,"5065 Main Street #2100, Trumbull","doctor,health,point_of_interest,establishment"
1447,1091,Classics Day Spa,"5065 Main Street, Trumbull","doctor,health,point_of_interest,establishment"
526,1208,Pretzelmaker,"5065 Main Street Space 1092, Trumbull","doctor,health,point_of_interest,establishment"
147,1227,Sarku Japan,"5065 Main Street Space #FC-3, Trumbull","doctor,health,point_of_interest,establishment"
649,1062,Fairfield,Fairfield,"doctor,health,point_of_interest,establishment"
1212,1120,Westfield Dental Center,"5065 Main Street #1118, Trumbull","doctor,health,point_of_interest,establishment"
463,1279,Fantastic Brow,"5065 Main Street, Trumbull","doctor,health,point_of_interest,establishment"
340,1500,Kids Foot Locker,"5065 Main Street, Trumbull","doctor,health,point_of_interest,establishment"
1707,1474,AT&T Store,"5065 Main Street Space 1073, Trumbull","doctor,health,point_of_interest,establishment"
376,1456,Sacred Heart University Discovery Science Center and Planetarium,"4450 Park Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
920,1499,Macys,"5065 Main Street Ste C, Trumbull","doctor,health,point_of_interest,establishment"
604,1270,"Dr. Jerry P. Malefatto, MD","5520 Park Avenue #203, Trumbull","doctor,health,point_of_interest,establishment"
2030,1013,Oncology Associates Bridgeport,"5520 Park Avenue #203, Trumbull","doctor,health,point_of_interest,establishment"
554,1217,Michaels Jewelers,"5065 Main Street S209, Trumbull","doctor,health,point_of_interest,establishment"
1080,1393,LA Fitness,"5065 Main Street, Trumbull","doctor,health,point_of_interest,establishment"
626,1418,Marshalls,"4487 Main Street, Bridgeport","doctor,health,point_of_interest,establishment"
805,1471,Cohens Fashion Optical,"5065 Main Street Suite K24, Trumbull","doctor,health,point_of_interest,establishment"
577,1091,JSS Child Development Center,"4200 Park Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
490,1384,Park Avenue Fertility,"5520 Park Avenue Suite WPG-250, Trumbull","doctor,health,point_of_interest,establishment"
309,1058,Ferdman Dina MD,"5520 Park Avenue, Trumbull","doctor,health,point_of_interest,establishment"
2206,1049,Mystic Perfume,"5065 Main Street #9203, Trumbull","doctor,health,point_of_interest,establishment"
1884,1146,Comfort Zone,"5065 Main Street, Trumbull","doctor,health,point_of_interest,establishment"
452,1423,Custom Ts,"5065 Main St # Ro43z, Trumbull","doctor,health,point_of_interest,establishment"
2264,1252,Allure Dental Group,"4699 Main Street #101, Bridgeport","doctor,health,point_of_interest,establishment"
645,1029,Jolis Visages LLC,"5065 Main St # G181a, Trumbull","doctor,health,point_of_interest,establishment"
1480,1420,"Anthony Rao, OD","5065 Main Street, Trumbull","doctor,health,point_of_interest,establishment"
77,1467,Connecticut Dental Group- M. Azar DDS,"4699 Main Street Suite 203, Bridgeport","doctor,health,point_of_interest,establishment"
1973,1409,"New England Research Associates, LLC","4641 Main Street Suite #3, Bridgeport","doctor,health,point_of_interest,establishment"
1244,1419,Red Lobster,"4485 Main Street, Bridgeport","doctor,health,point_of_interest,establishment"
621,1251,TD Bank,"4865 Main Street, Bridgeport","doctor,health,point_of_interest,establishment"
2061,1248,Target,"5065 Main Street Ste Target, Trumbull","doctor,health,point_of_interest,establishment"
919,1093,Curtis Family Dentistry,"4699 Main Street #100, Bridgeport","doctor,health,point_of_interest,establishment"
1572,1296,Sekerak Medical Office,"5520 Park Avenue #208, Trumbull","doctor,health,point_of_interest,establishment"
1072,1243,Spencers,"5065 Main Street, Trumbull","doctor,health,point_of_interest,establishment"
1170,1175,"Dr. Helena Squicciarini, DO","5520 Park Avenue m2700, Trumbull","doctor,health,point_of_interest,establishment"
636,1029,Downey Lisa,"5520 Park Avenue #306, Trumbull","doctor,health,point_of_interest,establishment"
1684,1070,"Dr. Roxanne C. Abder, MD","5520 Park Avenue WP2-700, Trumbull","doctor,health,point_of_interest,establishment"
812,1295,Planned Parenthood - Bridgeport Health Center,"4697 Main Street, Bridgeport","doctor,health,point_of_interest,establishment"
1752,1113,"Dr. Robert S. Folman, MD","5520 Park Avenue #203, Trumbull","doctor,health,point_of_interest,establishment"
2154,1093,Oncology Associates-Bridgeport: Fischbach Neal MD,"5520 Park Avenue #203, Trumbull","doctor,health,point_of_interest,establishment"
1210,1107,Notre Dame Catholic High School,"220 Jefferson Street, Fairfield","doctor,health,point_of_interest,establishment"
369,1029,"Dr. Leslie M. Goldstone-Orly, M.D.","5520 Park Avenue WP2-700, Trumbull","doctor,health,point_of_interest,establishment"
1619,1109,Witt David MD,"5520 Park Avenue #203, Trumbull","doctor,health,point_of_interest,establishment"
829,1295,The Adventure Park at the Discovery Museum,"4450 Park Avenue, Bridgeport","doctor,health,point_of_interest,establishment"
261,1178,"Mary Beth Harman, D.O.","5520 Park Avenue Suite 302, Trumbull","doctor,health,point_of_interest,establishment"
2182,1465,New Haven,New Haven,"doctor,health,point_of_interest,establishment"
1479,1051,La Quinta Inn & Suites by Wyndham New Haven,"400 Sargent Drive, New Haven","doctor,health,point_of_interest,establishment"
2038,1309,New Haven Hotel,"229 George Street, New Haven","doctor,health,point_of_interest,establishment"
892,1279,City Point Historic District,New Haven,"doctor,health,point_of_interest,establishment"
128,1061,Frank Pepe Pizzeria Napoletana,"157 Wooster Street, New Haven","doctor,health,point_of_interest,establishment"
1782,1213,Omni New Haven Hotel at Yale,"155 Temple Street, New Haven","doctor,health,point_of_interest,establishment"
1053,1271,Louis Lunch,"261 Crown Street, New Haven","doctor,health,point_of_interest,establishment"
1141,1303,Avis Car Rental,"Train Station, 50 Union Avenue, New Haven","doctor,health,point_of_interest,establishment"
1498,1471,Shubert Theater,"247 College Street, New Haven","doctor,health,point_of_interest,establishment"
647,1080,New Haven Village Suites,"3 Long Wharf Drive, New Haven","doctor,health,point_of_interest,establishment"
1664,1369,Union Station Garage,"40 Union Avenue, New Haven","doctor,health,point_of_interest,establishment"
1999,1009,Yale New Haven Hospital,"20 York Street, New Haven","doctor,health,point_of_interest,establishment"
1744,1284,Metro-North Commuter Railroad,"50 Union Avenue # 3, New Haven","doctor,health,point_of_interest,establishment"
1337,1299,Barcelona Wine Bar,"155 Temple Street, New Haven","doctor,health,point_of_interest,establishment"
443,1232,Bank of America Financial Center,"157 Church Street, New Haven","doctor,health,point_of_interest,establishment"
1662,1351,Scroll and Key Tomb,"484 College Street, New Haven","doctor,health,point_of_interest,establishment"
345,1372,360 State,"360 State Street, New Haven","doctor,health,point_of_interest,establishment"
1723,1156,Budget Car Rental,"50 Union Avenue, New Haven","doctor,health,point_of_interest,establishment"
1433,1071,Prime 16,"172 Temple Street, New Haven","doctor,health,point_of_interest,establishment"
2055,1234,West Haven,West Haven,"doctor,health,point_of_interest,establishment"
1424,1006,IKEA,"450 Sargent Drive, New Haven","doctor,health,point_of_interest,establishment"
1256,1272,Yale University Art Gallery,"1111 Chapel Street, New Haven","doctor,health,point_of_interest,establishment"
1199,1435,AECOM,"50 Union Avenue # 3, New Haven","doctor,health,point_of_interest,establishment"
1907,1046,Geronimo Tequila Bar and Southwest Grill - New Haven,"271 Crown Street, New Haven","doctor,health,point_of_interest,establishment"
313,1243,Yale New Haven Childrens Hospital,"35 Park Street, New Haven","doctor,health,point_of_interest,establishment"
2057,1130,Long Wharf Dental Group,"1 Long Wharf Drive Ste 221, New Haven","doctor,health,point_of_interest,establishment"
764,1056,Long Wharf Theatre,"222 Sargent Drive, New Haven","doctor,dentist,health,point_of_interest,establishment"
2187,1477,HAIRCLUB,"1 Long Wharf Drive Suite 229, New Haven","doctor,health,point_of_interest,establishment"
256,1284,Alexion Pharmaceuticals,"100 College Street, New Haven","doctor,health,point_of_interest,establishment"
1755,1130,Perez Lozada Juan C MD,"20 York Street # 2, New Haven","doctor,health,point_of_interest,establishment"
